season,eliminator,id,inning,batting_team,bowling_team,runs,extras,deliveries,wickets,dots,singles,doubles,threes,fours,sixers,extra_deliveries,bowled,catches,run_outs
2010,N,419109,1,Royal Challengers Bangalore,Kolkata Knight Riders,130,5,120,7,44,51,7,0,13,2,2,3,4,0
2010,N,419109,2,Kolkata Knight Riders,Royal Challengers Bangalore,130,6,116,3,50,41,6,1,14,3,5,0,2,0
2010,N,419110,1,Deccan Chargers,Chennai Super Kings,174,16,120,4,42,42,6,0,18,8,11,1,0,3
2010,N,419110,2,Chennai Super Kings,Deccan Chargers,156,3,120,9,44,51,7,1,7,10,3,3,5,0
2010,N,419111,1,Rajasthan Royals,Delhi Capitals,136,5,120,6,54,40,8,0,14,4,5,1,3,2
2010,N,419111,2,Delhi Capitals,Rajasthan Royals,133,9,103,4,34,41,7,0,12,5,4,0,4,0
2010,N,419112,1,Kings XI Punjab,Royal Challengers Bangalore,190,13,120,3,36,45,7,3,19,7,10,0,3,0
2010,N,419112,2,Royal Challengers Bangalore,Kings XI Punjab,194,10,113,2,36,40,8,0,15,13,5,0,2,0
2010,N,419113,1,Chennai Super Kings,Kolkata Knight Riders,161,3,120,3,40,43,15,0,16,4,1,3,0,0
2010,N,419113,2,Kolkata Knight Riders,Chennai Super Kings,101,8,116,10,57,38,2,1,14,0,3,4,5,1
2010,N,419114,1,Mumbai Indians,Delhi Capitals,201,17,120,7,30,49,6,3,19,9,7,1,4,1
2010,N,419114,2,Delhi Capitals,Mumbai Indians,109,11,99,9,42,35,3,0,14,2,4,4,2,1
2010,N,419115,1,Rajasthan Royals,Royal Challengers Bangalore,85,7,119,10,64,41,3,2,5,2,5,4,2,2
2010,N,419115,2,Royal Challengers Bangalore,Rajasthan Royals,86,7,64,0,27,20,2,0,14,1,7,0,0,0
2010,N,419116,1,Delhi Capitals,Chennai Super Kings,175,10,120,6,34,53,4,0,20,5,5,1,5,0
2010,N,419116,2,Chennai Super Kings,Delhi Capitals,180,10,115,5,41,42,2,0,17,11,8,1,3,1
2010,N,419117,1,Deccan Chargers,Kings XI Punjab,169,1,120,8,35,56,8,1,13,7,1,1,4,2
2010,N,419117,2,Kings XI Punjab,Deccan Chargers,152,12,120,8,50,37,5,1,18,5,2,2,5,1
2010,N,419118,1,Rajasthan Royals,Kolkata Knight Riders,160,8,120,7,34,50,9,0,20,2,3,1,5,1
2010,N,419118,2,Kolkata Knight Riders,Rajasthan Royals,129,5,120,5,42,51,9,0,12,2,1,3,1,1
2010,N,419119,1,Mumbai Indians,Royal Challengers Bangalore,137,14,120,9,48,34,12,1,16,2,4,4,5,0
2010,N,419119,2,Royal Challengers Bangalore,Mumbai Indians,153,2,115,3,39,45,9,0,15,5,0,0,2,1
2010,N,419120,1,Deccan Chargers,Delhi Capitals,169,2,120,6,46,44,5,0,15,9,1,1,4,1
2010,N,419120,2,Delhi Capitals,Deccan Chargers,157,4,120,9,38,52,7,1,13,6,1,2,4,2
2010,Y,419121,1,Kings XI Punjab,Chennai Super Kings,132,4,120,8,50,44,7,0,14,3,2,2,3,2
2010,Y,419121,2,Chennai Super Kings,Kings XI Punjab,123,13,120,7,50,49,4,0,9,5,8,3,2,1
2010,N,419122,1,Kolkata Knight Riders,Mumbai Indians,140,15,120,3,38,51,7,1,15,2,6,3,0,0
2010,N,419122,2,Mumbai Indians,Kolkata Knight Riders,152,4,111,3,37,42,10,0,21,1,4,1,2,0
2010,N,419123,1,Royal Challengers Bangalore,Chennai Super Kings,157,14,120,5,46,41,6,0,14,8,4,3,1,0
2010,N,419123,2,Chennai Super Kings,Royal Challengers Bangalore,124,11,120,7,54,44,3,0,14,3,6,1,5,1
2010,N,419124,1,Rajasthan Royals,Kings XI Punjab,173,10,120,5,35,46,11,1,21,3,7,0,2,2
2010,N,419124,2,Kings XI Punjab,Rajasthan Royals,146,6,115,10,38,50,6,2,13,4,4,2,7,1
2010,N,419125,1,Chennai Super Kings,Mumbai Indians,166,14,120,2,30,54,11,0,18,3,10,2,0,0
2010,N,419125,2,Mumbai Indians,Chennai Super Kings,167,14,114,5,35,41,13,0,15,6,6,3,2,0
2010,N,419126,1,Deccan Chargers,Rajasthan Royals,137,11,120,9,40,56,5,1,8,6,7,1,4,3
2010,N,419126,2,Rajasthan Royals,Deccan Chargers,140,11,94,2,35,34,4,0,11,9,3,0,0,1
2010,N,419127,1,Kolkata Knight Riders,Kings XI Punjab,165,18,120,5,40,46,9,0,20,3,10,1,4,0
2010,N,419127,2,Kings XI Punjab,Kolkata Knight Riders,138,6,120,6,45,49,8,1,13,3,5,2,2,0
2010,N,419128,1,Delhi Capitals,Royal Challengers Bangalore,175,8,120,4,31,53,13,2,15,5,7,0,2,2
2010,N,419128,2,Royal Challengers Bangalore,Delhi Capitals,150,16,120,9,31,63,1,2,15,3,5,3,3,3
2010,N,419129,1,Rajasthan Royals,Chennai Super Kings,174,3,120,8,36,50,11,0,15,7,2,0,6,2
2010,N,419129,2,Chennai Super Kings,Rajasthan Royals,154,6,120,6,36,54,10,0,11,6,3,1,2,2
2010,N,419130,1,Mumbai Indians,Deccan Chargers,162,10,120,7,50,40,3,0,23,3,9,1,5,0
2010,N,419130,2,Deccan Chargers,Mumbai Indians,120,11,106,10,47,34,7,0,9,6,4,3,6,0
2010,N,419131,1,Delhi Capitals,Kolkata Knight Riders,173,4,120,4,34,60,4,1,15,6,4,2,1,0
2010,N,419131,2,Kolkata Knight Riders,Delhi Capitals,126,11,120,9,44,51,6,0,11,3,6,4,2,1
2010,N,419132,1,Kings XI Punjab,Mumbai Indians,142,21,120,10,37,50,15,0,14,1,7,4,4,2
2010,N,419132,2,Mumbai Indians,Kings XI Punjab,147,17,117,6,40,48,8,1,14,4,7,0,5,0
2010,N,419133,1,Royal Challengers Bangalore,Chennai Super Kings,156,5,120,4,41,52,5,0,16,5,4,0,3,1
2010,N,419133,2,Chennai Super Kings,Royal Challengers Bangalore,152,10,113,5,35,46,10,0,9,7,4,1,3,0
2010,N,419134,1,Delhi Capitals,Rajasthan Royals,175,13,120,6,33,49,11,0,17,6,4,1,4,1
2010,N,419134,2,Rajasthan Royals,Delhi Capitals,118,3,106,10,52,32,7,0,9,6,3,1,5,2
2010,N,419135,1,Kolkata Knight Riders,Deccan Chargers,167,14,120,6,43,41,8,0,17,7,6,1,5,0
2010,N,419135,2,Deccan Chargers,Kolkata Knight Riders,150,7,120,5,41,48,9,0,18,2,5,1,4,0
2010,N,419136,1,Kings XI Punjab,Royal Challengers Bangalore,170,11,120,5,36,48,10,1,20,3,4,1,3,1
2010,N,419136,2,Royal Challengers Bangalore,Kings XI Punjab,174,10,115,4,25,52,13,1,17,4,3,0,3,1
2010,N,419137,1,Chennai Super Kings,Rajasthan Royals,240,6,120,5,33,39,9,0,19,17,2,0,4,1
2010,N,419137,2,Rajasthan Royals,Chennai Super Kings,208,15,120,5,36,43,3,0,20,13,5,1,4,0
2010,N,419138,1,Mumbai Indians,Deccan Chargers,171,7,120,5,35,47,15,0,16,5,4,2,2,0
2010,N,419138,2,Deccan Chargers,Mumbai Indians,108,7,110,10,43,41,14,0,8,1,4,3,5,1
2010,N,419139,1,Kolkata Knight Riders,Kings XI Punjab,187,13,120,3,36,51,6,0,16,10,7,0,2,0
2010,N,419139,2,Kings XI Punjab,Kolkata Knight Riders,199,5,110,2,18,53,7,0,21,8,2,1,1,0
2010,N,419140,1,Delhi Capitals,Royal Challengers Bangalore,176,8,120,5,45,40,7,0,14,11,3,1,2,2
2010,N,419140,2,Royal Challengers Bangalore,Delhi Capitals,145,2,120,9,40,57,8,0,8,6,1,5,4,0
2010,N,419141,1,Rajasthan Royals,Deccan Chargers,147,12,119,10,45,41,13,0,14,4,4,2,7,1
2010,N,419141,2,Deccan Chargers,Rajasthan Royals,147,10,119,10,49,39,9,0,15,5,7,1,8,1
2010,N,419142,1,Chennai Super Kings,Mumbai Indians,147,18,120,4,35,55,12,0,14,2,8,1,2,0
2010,N,419142,2,Mumbai Indians,Chennai Super Kings,127,14,120,9,47,48,8,0,10,3,9,3,4,1
2010,N,419143,1,Kings XI Punjab,Rajasthan Royals,144,9,120,6,39,56,6,0,13,4,6,1,4,1
2010,N,419143,2,Rajasthan Royals,Kings XI Punjab,148,9,90,1,30,30,2,1,20,5,7,0,1,0
2010,N,419144,1,Kolkata Knight Riders,Delhi Capitals,174,7,120,3,38,48,8,2,17,6,6,2,0,1
2010,N,419144,2,Delhi Capitals,Kolkata Knight Riders,158,9,120,8,35,50,10,0,16,4,4,3,3,2
2010,N,419145,1,Royal Challengers Bangalore,Deccan Chargers,169,15,120,6,46,42,7,0,15,8,10,2,4,0
2010,N,419145,2,Deccan Chargers,Royal Challengers Bangalore,178,8,116,3,34,48,7,0,17,8,5,0,2,0
2010,N,419146,1,Mumbai Indians,Kings XI Punjab,150,4,120,9,33,56,11,0,15,2,1,5,2,1
2010,N,419146,2,Kings XI Punjab,Mumbai Indians,154,4,116,4,42,44,6,0,20,3,3,1,3,0
2010,N,419147,1,Chennai Super Kings,Deccan Chargers,130,8,120,8,41,51,11,1,9,3,3,1,5,1
2010,N,419147,2,Deccan Chargers,Chennai Super Kings,131,8,115,4,50,36,12,1,8,6,6,0,3,0
2010,N,419148,1,Kolkata Knight Riders,Royal Challengers Bangalore,149,11,120,9,52,43,3,0,13,8,6,0,7,2
2010,N,419148,2,Royal Challengers Bangalore,Kolkata Knight Riders,151,11,103,3,31,41,8,0,13,7,3,1,2,0
2010,N,419149,1,Delhi Capitals,Kings XI Punjab,93,18,118,10,58,40,9,1,8,0,8,4,4,2
2010,N,419149,2,Kings XI Punjab,Delhi Capitals,106,6,112,3,45,50,0,0,11,2,1,1,2,0
2010,N,419150,1,Mumbai Indians,Rajasthan Royals,162,12,120,5,38,46,9,0,20,3,8,1,4,0
2010,N,419150,2,Rajasthan Royals,Mumbai Indians,129,8,120,8,46,52,8,1,7,5,3,0,5,3
2010,N,419151,1,Deccan Chargers,Royal Challengers Bangalore,142,9,120,6,46,45,11,0,11,5,4,1,3,1
2010,N,419151,2,Royal Challengers Bangalore,Deccan Chargers,125,13,118,10,44,47,12,0,9,3,7,4,5,1
2010,N,419152,1,Mumbai Indians,Delhi Capitals,173,10,120,4,35,50,12,0,14,7,5,1,3,0
2010,N,419152,2,Delhi Capitals,Mumbai Indians,136,8,120,7,30,65,7,0,11,2,2,3,1,2
2010,N,419153,1,Kolkata Knight Riders,Chennai Super Kings,119,20,120,8,56,42,4,1,9,5,6,1,4,0
2010,N,419153,2,Chennai Super Kings,Kolkata Knight Riders,128,15,81,1,27,26,6,0,15,5,5,1,0,0
2010,N,419154,1,Rajasthan Royals,Royal Challengers Bangalore,122,8,120,6,56,37,10,1,13,1,3,1,4,1
2010,N,419154,2,Royal Challengers Bangalore,Rajasthan Royals,131,1,94,5,43,21,7,0,18,4,0,1,2,1
2010,N,419155,1,Chennai Super Kings,Delhi Capitals,104,8,121,9,62,41,5,2,10,1,5,1,7,1
2010,N,419155,2,Delhi Capitals,Chennai Super Kings,100,13,112,4,49,42,10,2,8,0,4,1,3,0
2010,N,419156,1,Kings XI Punjab,Deccan Chargers,166,8,120,3,48,34,8,0,23,4,5,0,3,0
2010,N,419156,2,Deccan Chargers,Kings XI Punjab,165,13,115,5,39,45,5,0,17,7,7,2,3,0
2010,N,419157,1,Mumbai Indians,Royal Challengers Bangalore,176,15,120,4,40,47,5,1,14,10,6,2,1,0
2010,N,419157,2,Royal Challengers Bangalore,Mumbai Indians,129,5,120,9,39,59,6,0,10,3,2,2,7,0
2010,N,419158,1,Rajasthan Royals,Kolkata Knight Riders,129,3,120,9,48,50,4,1,14,2,1,3,5,1
2010,N,419158,2,Kolkata Knight Riders,Rajasthan Royals,126,7,97,2,40,34,3,0,17,3,7,1,1,0
2010,N,419159,1,Kings XI Punjab,Chennai Super Kings,187,5,120,3,36,47,8,0,19,8,3,2,1,0
2010,N,419159,2,Chennai Super Kings,Kings XI Punjab,185,10,118,4,36,44,5,0,22,7,5,0,2,0
2010,N,419160,1,Deccan Chargers,Delhi Capitals,142,3,120,7,47,48,5,0,12,6,1,1,5,1
2010,N,419160,2,Delhi Capitals,Deccan Chargers,129,5,120,7,46,52,6,0,10,4,3,3,3,1
2010,N,419161,1,Mumbai Indians,Kolkata Knight Riders,127,6,120,8,44,49,9,0,12,2,2,1,5,1
2010,N,419161,2,Kolkata Knight Riders,Mumbai Indians,119,16,105,1,42,41,4,0,13,3,6,0,1,0
2010,N,419162,1,Mumbai Indians,Royal Challengers Bangalore,171,13,120,5,40,43,14,0,14,7,7,0,4,1
2010,N,419162,2,Royal Challengers Bangalore,Mumbai Indians,139,10,120,9,43,49,10,1,12,3,8,3,4,1
2010,N,419163,1,Chennai Super Kings,Deccan Chargers,126,16,120,7,44,47,4,1,11,4,3,1,5,1
2010,N,419163,2,Deccan Chargers,Chennai Super Kings,96,8,116,10,64,31,7,1,9,2,2,3,6,0
2010,N,419164,1,Deccan Chargers,Royal Challengers Bangalore,78,4,111,10,68,30,2,0,8,2,3,5,5,0
2010,N,419164,2,Royal Challengers Bangalore,Deccan Chargers,83,3,83,1,37,31,2,0,9,2,1,0,0,0
2010,N,419165,1,Chennai Super Kings,Mumbai Indians,157,11,120,5,44,44,9,1,11,8,4,0,4,1
2010,N,419165,2,Mumbai Indians,Chennai Super Kings,134,12,120,9,48,46,5,0,12,5,5,1,5,3
2011,N,501198,1,Chennai Super Kings,Kolkata Knight Riders,150,3,120,4,35,62,4,0,14,4,1,1,3,0
2011,N,501198,2,Kolkata Knight Riders,Chennai Super Kings,143,8,120,7,40,55,7,0,14,3,3,0,2,2
2011,N,501199,1,Deccan Chargers,Rajasthan Royals,133,4,120,8,50,50,4,0,10,5,1,1,7,0
2011,N,501199,2,Rajasthan Royals,Deccan Chargers,136,5,113,2,45,38,10,0,15,3,3,1,1,0
2011,N,501200,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,150,11,120,5,39,54,7,0,13,4,4,1,3,0
2011,N,501200,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,149,13,112,4,41,45,6,0,12,7,9,1,3,0
2011,N,501201,1,Delhi Capitals,Mumbai Indians,91,4,106,10,55,37,3,0,9,2,4,4,3,2
2011,N,501201,2,Mumbai Indians,Delhi Capitals,88,11,101,2,43,40,5,0,8,1,7,1,0,1
2011,N,501202,1,Kings XI Punjab,Pune Warriors,102,10,119,8,64,35,6,0,12,1,6,0,7,1
2011,N,501202,2,Pune Warriors,Kings XI Punjab,109,4,79,3,36,19,5,0,14,4,3,0,3,0
2011,N,501203,1,Kolkata Knight Riders,Deccan Chargers,153,10,120,4,45,41,7,0,20,3,3,2,2,0
2011,N,501203,2,Deccan Chargers,Kolkata Knight Riders,145,9,120,8,40,52,4,1,13,5,4,2,5,1
2011,N,501204,1,Delhi Capitals,Rajasthan Royals,142,9,120,6,56,31,8,1,14,6,4,0,6,0
2011,N,501204,2,Rajasthan Royals,Delhi Capitals,140,12,111,4,44,39,6,0,13,6,3,2,2,0
2011,N,501205,1,Royal Challengers Bangalore,Mumbai Indians,125,15,120,4,40,55,2,0,12,3,4,2,1,0
2011,N,501205,2,Mumbai Indians,Royal Challengers Bangalore,140,3,111,1,40,45,5,0,18,2,2,1,0,0
2011,N,501206,1,Chennai Super Kings,Kings XI Punjab,183,5,120,4,38,40,14,2,18,6,2,2,1,0
2011,N,501206,2,Kings XI Punjab,Chennai Super Kings,192,1,115,4,26,52,8,0,25,4,1,1,2,1
2011,N,501207,1,Kochi Tuskers Kerala,Pune Warriors,137,11,120,8,53,37,9,1,12,5,3,1,5,2
2011,N,501207,2,Pune Warriors,Kochi Tuskers Kerala,140,11,113,6,45,38,12,0,12,5,10,1,3,1
2011,N,501208,1,Deccan Chargers,Royal Challengers Bangalore,168,7,120,5,39,48,8,0,17,6,5,1,4,0
2011,N,501208,2,Royal Challengers Bangalore,Deccan Chargers,134,8,120,9,49,40,13,0,12,3,5,2,7,0
2011,N,501209,1,Rajasthan Royals,Kolkata Knight Riders,140,19,120,4,39,50,10,0,10,5,8,2,1,0
2011,N,501209,2,Kolkata Knight Riders,Rajasthan Royals,156,4,111,1,33,50,8,0,17,3,3,0,0,1
2011,N,501210,1,Mumbai Indians,Kochi Tuskers Kerala,165,17,120,2,38,43,8,0,16,7,6,1,0,1
2011,N,501210,2,Kochi Tuskers Kerala,Mumbai Indians,173,11,114,2,38,35,11,0,23,4,7,2,0,0
2011,N,501211,1,Chennai Super Kings,Royal Challengers Bangalore,179,4,120,5,32,52,7,1,20,5,1,0,5,0
2011,N,501211,2,Royal Challengers Bangalore,Chennai Super Kings,153,9,120,7,40,48,10,1,13,5,5,1,6,0
2011,N,501212,1,Deccan Chargers,Kings XI Punjab,160,5,120,8,34,54,10,0,17,2,2,3,5,0
2011,N,501212,2,Kings XI Punjab,Deccan Chargers,152,14,106,2,40,32,5,0,15,8,7,0,2,0
2011,N,501213,1,Pune Warriors,Delhi Capitals,179,8,120,5,46,37,12,0,12,11,6,0,5,0
2011,N,501213,2,Delhi Capitals,Pune Warriors,180,10,116,7,39,40,11,0,16,9,5,2,2,1
2011,N,501214,1,Rajasthan Royals,Kolkata Knight Riders,76,5,92,10,41,40,3,0,6,1,4,5,1,2
2011,N,501214,2,Kolkata Knight Riders,Rajasthan Royals,74,11,83,2,38,28,6,0,6,1,6,0,2,0
2011,N,501215,1,Chennai Super Kings,Kochi Tuskers Kerala,128,3,102,4,39,38,6,0,15,3,2,2,1,1
2011,N,501215,2,Kochi Tuskers Kerala,Chennai Super Kings,132,3,90,3,35,30,3,2,12,7,2,0,3,0
2011,N,501216,1,Deccan Chargers,Delhi Capitals,163,5,120,4,37,50,6,1,20,3,2,2,2,0
2011,N,501216,2,Delhi Capitals,Deccan Chargers,139,13,120,7,47,45,8,0,12,5,2,2,5,0
2011,N,501218,1,Pune Warriors,Mumbai Indians,106,12,104,10,51,30,5,0,13,2,5,2,8,0
2011,N,501218,2,Mumbai Indians,Pune Warriors,114,10,120,3,44,52,8,0,10,1,1,0,3,0
2011,N,501219,1,Kochi Tuskers Kerala,Kolkata Knight Riders,124,8,120,7,52,44,3,0,11,5,3,5,2,0
2011,N,501219,2,Kolkata Knight Riders,Kochi Tuskers Kerala,115,11,120,9,48,51,9,0,7,3,2,3,3,2
2011,N,501220,1,Kings XI Punjab,Rajasthan Royals,178,17,120,7,42,39,9,1,18,7,8,1,4,1
2011,N,501220,2,Rajasthan Royals,Kings XI Punjab,145,2,120,7,44,47,8,2,16,2,1,3,4,0
2011,N,501221,1,Mumbai Indians,Chennai Super Kings,150,14,120,4,49,44,4,0,14,7,8,0,3,0
2011,N,501221,2,Chennai Super Kings,Mumbai Indians,146,10,120,9,46,47,7,0,15,4,9,1,6,0
2011,N,501222,1,Kolkata Knight Riders,Royal Challengers Bangalore,158,13,120,5,39,52,9,1,15,4,9,0,4,1
2011,N,501222,2,Royal Challengers Bangalore,Kolkata Knight Riders,170,5,109,1,38,42,2,0,19,8,4,1,0,0
2011,N,501223,1,Delhi Capitals,Kings XI Punjab,215,16,120,4,32,46,7,1,20,12,6,0,4,0
2011,N,501223,2,Kings XI Punjab,Delhi Capitals,197,5,120,6,46,36,4,1,20,11,3,1,5,0
2011,N,501224,1,Mumbai Indians,Deccan Chargers,167,5,120,4,38,47,9,0,18,5,2,0,4,0
2011,N,501224,2,Deccan Chargers,Mumbai Indians,123,12,120,8,47,52,3,1,14,1,3,2,1,3
2011,N,501225,1,Kochi Tuskers Kerala,Rajasthan Royals,100,9,120,10,50,50,9,0,8,0,3,2,4,2
2011,N,501225,2,Rajasthan Royals,Kochi Tuskers Kerala,109,2,85,2,33,29,7,0,12,3,1,1,0,1
2011,N,501226,1,Chennai Super Kings,Pune Warriors,138,4,120,6,44,49,11,1,10,4,3,1,4,0
2011,N,501226,2,Pune Warriors,Chennai Super Kings,110,7,120,9,50,45,13,1,6,2,3,4,3,2
2011,N,501227,1,Delhi Capitals,Royal Challengers Bangalore,147,13,120,6,43,45,10,0,13,5,9,3,2,1
2011,N,501227,2,Royal Challengers Bangalore,Delhi Capitals,143,18,117,7,44,45,0,0,17,5,5,1,5,1
2011,N,501228,1,Pune Warriors,Chennai Super Kings,136,5,120,6,56,36,10,0,11,6,4,1,5,0
2011,N,501228,2,Chennai Super Kings,Pune Warriors,137,8,117,2,39,53,9,0,9,5,6,0,2,0
2011,N,501229,1,Deccan Chargers,Kochi Tuskers Kerala,122,7,120,7,52,41,10,1,13,1,5,2,4,1
2011,N,501229,2,Kochi Tuskers Kerala,Deccan Chargers,67,7,99,10,58,29,1,0,9,0,4,5,5,0
2011,N,501230,1,Kolkata Knight Riders,Delhi Capitals,140,8,120,7,44,50,6,2,12,4,6,1,5,1
2011,N,501230,2,Delhi Capitals,Kolkata Knight Riders,124,7,120,9,53,45,5,1,9,5,4,1,6,2
2011,N,501231,1,Mumbai Indians,Rajasthan Royals,87,7,120,8,57,49,5,0,4,2,4,4,1,0
2011,N,501231,2,Rajasthan Royals,Mumbai Indians,93,2,109,3,60,26,12,1,7,2,1,1,2,0
2011,N,501232,1,Royal Challengers Bangalore,Pune Warriors,179,2,120,5,40,45,11,0,13,10,1,2,3,0
2011,N,501232,2,Pune Warriors,Royal Challengers Bangalore,146,9,120,5,41,50,8,0,11,6,5,0,5,0
2011,N,501233,1,Delhi Capitals,Kochi Tuskers Kerala,141,16,120,7,53,35,8,0,12,7,5,3,2,2
2011,N,501233,2,Kochi Tuskers Kerala,Delhi Capitals,111,8,113,10,46,47,5,0,9,3,1,4,6,0
2011,N,501234,1,Kings XI Punjab,Kolkata Knight Riders,113,6,120,6,55,44,7,0,11,1,4,2,1,3
2011,N,501234,2,Kolkata Knight Riders,Kings XI Punjab,108,12,104,2,43,43,2,1,13,1,5,0,2,0
2011,N,501235,1,Pune Warriors,Rajasthan Royals,138,5,120,7,44,48,9,0,15,2,2,0,4,2
2011,N,501235,2,Rajasthan Royals,Pune Warriors,133,11,117,4,45,44,8,0,9,6,2,1,2,0
2011,N,501236,1,Chennai Super Kings,Deccan Chargers,156,9,120,5,40,50,9,0,13,6,4,1,2,1
2011,N,501236,2,Deccan Chargers,Chennai Super Kings,141,5,120,8,45,47,9,2,10,5,3,3,3,1
2011,N,501237,1,Mumbai Indians,Kings XI Punjab,154,5,120,5,40,52,5,0,17,4,1,1,4,0
2011,N,501237,2,Kings XI Punjab,Mumbai Indians,124,12,120,8,38,56,4,0,12,2,1,3,5,0
2011,N,501238,1,Delhi Capitals,Kochi Tuskers Kerala,133,7,120,6,47,49,4,0,16,2,5,0,6,0
2011,N,501238,2,Kochi Tuskers Kerala,Delhi Capitals,123,18,90,3,35,29,4,0,17,2,11,1,1,1
2011,N,501239,1,Kolkata Knight Riders,Deccan Chargers,159,10,120,4,40,45,11,1,13,6,6,1,3,0
2011,N,501239,2,Deccan Chargers,Kolkata Knight Riders,145,4,120,6,35,58,10,1,13,1,3,4,2,0
2011,N,501240,1,Rajasthan Royals,Chennai Super Kings,140,7,120,6,44,46,9,1,18,0,2,0,4,0
2011,N,501240,2,Chennai Super Kings,Rajasthan Royals,145,4,112,2,31,52,14,0,12,2,4,1,1,0
2011,N,501241,1,Mumbai Indians,Pune Warriors,145,15,120,7,46,44,6,0,13,6,4,0,7,0
2011,N,501241,2,Pune Warriors,Mumbai Indians,129,10,120,7,55,43,6,0,8,7,4,0,5,1
2011,N,501242,1,Kochi Tuskers Kerala,Kolkata Knight Riders,150,6,120,5,39,54,8,1,13,4,5,0,4,1
2011,N,501242,2,Kolkata Knight Riders,Kochi Tuskers Kerala,136,3,120,7,48,44,10,0,15,2,2,2,3,2
2011,N,501243,1,Deccan Chargers,Delhi Capitals,165,10,120,5,37,47,10,0,18,4,5,0,4,1
2011,N,501243,2,Delhi Capitals,Deccan Chargers,169,10,114,6,40,39,10,0,17,7,8,1,4,0
2011,N,501244,1,Royal Challengers Bangalore,Kings XI Punjab,199,6,120,6,45,35,3,0,23,11,1,3,2,0
2011,N,501244,2,Kings XI Punjab,Royal Challengers Bangalore,115,5,120,9,47,58,3,0,11,1,5,3,4,1
2011,N,501245,1,Chennai Super Kings,Kolkata Knight Riders,108,6,120,4,46,54,9,0,6,2,3,0,2,1
2011,N,501245,2,Kolkata Knight Riders,Chennai Super Kings,57,4,60,2,26,23,3,0,7,0,3,1,1,0
2011,N,501246,1,Mumbai Indians,Delhi Capitals,172,6,120,4,41,45,5,1,21,5,4,1,3,0
2011,N,501246,2,Delhi Capitals,Mumbai Indians,137,9,119,10,52,43,2,1,19,1,7,4,5,1
2011,N,501247,1,Kochi Tuskers Kerala,Royal Challengers Bangalore,115,10,120,9,51,48,8,1,12,0,9,1,6,2
2011,N,501247,2,Royal Challengers Bangalore,Kochi Tuskers Kerala,123,5,79,1,33,19,6,0,14,5,3,1,0,0
2011,N,501248,1,Kings XI Punjab,Pune Warriors,115,4,120,8,50,45,8,0,12,1,0,1,7,0
2011,N,501248,2,Pune Warriors,Kings XI Punjab,108,12,103,5,49,32,4,0,14,2,6,1,3,0
2011,N,501249,1,Chennai Super Kings,Rajasthan Royals,188,8,120,3,32,46,15,0,19,6,5,2,0,1
2011,N,501249,2,Rajasthan Royals,Chennai Super Kings,128,5,117,10,44,48,11,1,11,1,4,1,6,1
2011,N,501250,1,Deccan Chargers,Pune Warriors,135,1,120,8,34,67,6,0,11,2,1,3,5,0
2011,N,501250,2,Pune Warriors,Deccan Chargers,134,3,110,4,56,28,4,0,17,5,3,3,1,0
2011,N,501251,1,Kings XI Punjab,Mumbai Indians,141,22,120,8,44,42,9,1,15,3,3,1,6,1
2011,N,501251,2,Mumbai Indians,Kings XI Punjab,82,5,77,10,38,23,2,1,10,2,4,2,5,1
2011,N,501252,1,Rajasthan Royals,Royal Challengers Bangalore,135,11,120,6,46,46,11,0,12,3,5,0,4,1
2011,N,501252,2,Royal Challengers Bangalore,Rajasthan Royals,147,4,102,1,35,39,3,0,18,5,2,0,1,0
2011,N,501253,1,Chennai Super Kings,Delhi Capitals,172,4,120,4,39,50,6,0,15,8,2,1,2,1
2011,N,501253,2,Delhi Capitals,Chennai Super Kings,144,14,120,6,46,41,10,1,11,6,4,1,5,0
2011,N,501254,1,Kochi Tuskers Kerala,Kings XI Punjab,155,23,120,7,41,52,5,1,12,7,9,3,2,2
2011,N,501254,2,Kings XI Punjab,Kochi Tuskers Kerala,173,8,113,4,43,38,2,1,17,10,5,1,2,0
2011,N,501255,1,Kolkata Knight Riders,Royal Challengers Bangalore,82,7,78,4,35,26,5,0,7,3,2,0,4,0
2011,N,501255,2,Royal Challengers Bangalore,Kolkata Knight Riders,99,6,74,6,31,21,7,0,13,2,5,0,5,1
2011,N,501256,1,Deccan Chargers,Mumbai Indians,128,7,120,6,41,56,6,0,9,4,1,2,3,0
2011,N,501256,2,Mumbai Indians,Deccan Chargers,107,18,120,8,60,37,7,0,8,4,8,3,4,1
2011,N,501257,1,Kings XI Punjab,Delhi Capitals,161,9,120,6,52,35,5,0,20,6,7,2,4,0
2011,N,501257,2,Delhi Capitals,Kings XI Punjab,129,12,120,8,62,29,6,0,13,6,4,1,7,0
2011,N,501258,1,Rajasthan Royals,Kochi Tuskers Kerala,94,3,111,10,68,24,5,0,9,4,2,5,4,1
2011,N,501258,2,Kochi Tuskers Kerala,Rajasthan Royals,89,9,44,2,18,5,3,0,9,7,4,1,1,0
2011,N,501259,1,Pune Warriors,Deccan Chargers,133,3,120,9,60,34,7,1,10,7,2,3,3,1
2011,N,501259,2,Deccan Chargers,Pune Warriors,129,9,116,4,46,48,7,1,10,4,5,2,1,0
2011,N,501260,1,Kings XI Punjab,Royal Challengers Bangalore,205,27,120,2,39,31,6,1,16,15,6,0,2,0
